elatine hexandra	waterwort
elbe theedish
elbone	n	ulna
elbow	n	a pickpocket,dip's helper: he,she elbows the victim to distract their attention from the pickpocket's work.
elbow	n	rejection,dismissal- elbow pushed into somebody's ribs.
elbow	v	to reject,dismiss,banish.
elbow grease	n	labo(u)r
elbow-shaker	n	a dice-player, knight of the elbow.
eld	n	age (of folk asf), [ced]
eld	n	era
elddom	age	ealddom
elden eld	v	age
elden,eld	v	age
elder	n	parent
elder	n	patriarch
elder	n	progenitor
elder	n	senator
elderberry	n	an aging,elderly homosexual:(elder: old).
elderbloom	n	lilac
elderborough	metropolis
elderdom	n	primacy
elderhood	n	parenting
elderlore	n	genealogy
elderly	adj	aged
elderly	adj	senile
elderly	n	senior citizens
eldermoot [elder: l. senex + moot ]	n	senate
eldern	n/adj	antique
elders	n	parents
eldertruth	n	principle
eldeth	n	vessel
eldfather	grandfather	ealdfæder
eldfather	n	grandfather
eldfather highfather	n	patriarch
eldfolk	n	senior citizens
eldkind	n	original nature
eldman	n	senior citizens
eldmother	grandmother	ealdmodor
eldmother	n	assembly,council,estimation,esteem
eldmother	n	grandmother
eldnerliness afern	n	antiquity
eldright	ancient right,tradition	ealdriht
eldritch	adj	terrifying
eldsay	tradition	(spoken)	ealdgesegen
eldsith	n	old comrade
eldspeech	n	proverb,by-word
eldstreen	n	treasure
eldweary	adj	accursed from old times
eldwitter	n	sage,wise-man
eldwork	n	old-standing work,the world
electronics: withhauler	n	repeater
elegant	reken
elements	ormotes,chemical piths,unblent chemicals,sheer chemicals,underlying chemicials
elend	n/adj	alien
elephant	family elephantidae	elp (@oe elpend)
elephant bird	order aepyornithidae	elpbird	fourth
elf	n	fairy
elf arrows	n	arrowheads of flint used in hunting and war by the aborigines of the british isles and of europe generally,as they still are among native people elsewhere. elf-arrows derived their name from the folklore belief that they were used by the elves to kill cattle and sometimes human beings in their mischief-joy., none [elf: 'dwarf' - supernatural being, arrow- missile fired from a bow.]
elfdalsk
elg	v	defend, [oe ealgian]
elg	v	protect,defend
elk	n	moose
elk	n	wapiti
elk	v	put off,delay
elksand	n	amber
ell	n	ulna
elland	n	foreign country
ellen	n	valour
ellen	n	zeal,strength,courage, [me]
ellendfear	n	xenophobia
ellendish	adj	foreign
ellendlove	n	xenophilia
ellendmote	n	xenon
ellenhette nithe	n	jealousy
ellenhetten nithy	adj	jealous
ellenhettenman female: ellenhettenfraw	n	jealous person
ellenhettenwere	n	jealous person
ellentroth	n	fanaticism
ellenwork	n	heroïc deed
ellipsis	skim mark
ellow	v	protect,defend
elne	v	encourage
elne  oe elnian)	v	encourage
elning	n	encouragement
elpbone shore	n	côte d'ivoire
elsh	n	temple
elster	n/adj	alien
elvinrime	n	fairytale
emb to		in order to
embering	n	circulation
emberland	n	brazil
emberledge	n	circulation
emberlike	adj	fuliginous
embfating	comprehensive
embrace vb.	hug,beclip	coll	wessex
embryology	deerbloomlore
eme paternal: fathere maternal: eme	n	uncle
emetology	pukelore
emnet	n	level
emnity	n.	bitterness,gall,foehood,at-outs	at-outs	anglo-manx
empire	anweald,rich,rike
employ	hire,yield/gild(pay) to work
employed	behired,hired
emptiness	n	vacuity
emptiness adj: bereft room toom	n/adj	void
emptiness,bareness	n	vacancy
empty	adj	barren
empty	adj	impassive
empty	adj	poor,penniless,needy.
empty	adj	unoccupied
empty	adj	vain
empty	n	a empty beer bottle.
empty	v	evacuate
empty	v	vacate
emu	dromaius novaehollandiae	andlandstrutter
enberdend [calque	n/vb	compute(r)
encephalology	brainlore
end	n	"the end" - the absolute limit that one will tolerate, "the last straw." ,perfection,absolute excellence,the best possible.
end	n	boundary
end	n	mortality
end	n	object
end	n	terminus
end	n	that part of a football,,various other sporting ground,behind the respective goals,traditionally reserved for avid supporters and cheer-squad members of both home and away teams.
end	n	the arse,buttocks,posterior, the penis.
end	v	abort
end	v	complete
end	v	conclude
end	v	discontinue
end	v	finish
end	v	quit
end	v	terminate
end	vb
end tale	n	epilogue
end up	v	to result in,to come to a conclusion.
end'less-ish	adj	continuing almost always,all the time.
end-of-life-care	n	the physical and emotional care of terminally-ill patients,including the question of euthanasia., [o.e.]
endbeird	v	arrange
endberdend	n/vb	compute(r)
endberder	n/vb	compute(r)
endbirth	n	order,' 'arrangement
endbirthe	v	to set in order,to arrange
endbirthend	n	one who orders,arranges
endbirthly	in order,in succession,orderly manner	endebyrdlic
endbirthness	n	rank,order,class,succession,system,narrative,grand narrative
endbirthness	order,series,succession,arrangement,degree	endebyrdnes
endfastening	n	suffix
endily	adv	finally
ending	n
ending	n	conclusion
ending	n	finale
ending	n	finish
ending	n	mortality
endless	adj	infinite
endless	adj	vast
endless sleep	n	mortality
endlessness	infinity,eternity	endeleasnes
endlessness	n	sempiternity
endly	adv	eventually
endly	adv	finally
endmost	adj	final
endmost sickness: deadly endbound	adj	terminal
endocrinology	sunder withinlore
endoplasmic reticulum (er)	innethweft ('inneth' @oe innoþ"inside [of body],inner organs" + 'weft',"weft,network" @oe weft)
endring	n	anus
ends	n	living expenses,
endspeak	epilogue	endespæc
endstop	n	terminal
endtharm	n	rectum
endways	adv	backwards,back to front.
endwrit	n	epilogue
energy	ellen (@oe ellen "strength,vigor,courage,valor"),inwork
engel-northish
english
english	anglish	english byleid	speechhern
english	atom no	anglish	notes
english	binomial name	anglish	tide
english pluck	n	money,esp. used for gambling.
english sunbathing	n	sitting fully-clothed in the sun. (the strange custom of english immigrants in australia and new zealand.
english-bearer	n	a drunken man with a red face. one who holds heraldic arms, the red is that of the english flag.
enkindle	v	induce
enliken	v	imitate
enough/enow	adv	plenty
enoughsome	sufficient,abundant	genyhtsum
enoughsomeness	sufficiency,abundance	genyhtsumnis
ent	n	giant
enter
enteropneusta	acorn worms
entish	n	gigantic
entomology	bugkith
enunthe crocata	deadwort
eoraptor	genus eoraptor	dawngriper	thrien
epidemiology	outbreaklore
epidermis	overhide
epifamily	onsib
epistemology	knowledgelore
equipment	wares for work
equity	weight of ownership
equuleus	horseling
erbium	68	utsilver,utstone	from swedish town ytterby: outer/utter town.
erd	n	country
erd	n	county
erd-folkish	adj	native
erde	v	inhabit
erde	v	reside
erdeners	n	population
erding	n	residence
erdingstow	n	inhabitance
erdingstowpermit: dwell-leave	n	residence
ere	prep & conj	def 1:long ago,def 2:sooner,quicker before an event happens,def 3:before, [oed,oe ǣr]
erelith	n	june
eretide	n	the time gone by, past [neologism,from ere 'before' + tide 'time']
ereyule pl: ereyulen	n	december
erica	heather
erica passerina	sparrow wort
eridanus	ea
erigeron karviskianum	fleabane
eriocaulaceae	pipewort
eriocaulon	leatwort
eriocaulon carsonii	salt pipewort.
eriocaulon koernickianum	dwarf pipewort
ermine	harmen (@oe hearma)
ern
ern	n	grain,harvest
ern	v	inhabit
ern	v	lodge
ern-folk	n	inhabitant
erning	n	inhabitance
ernth	n	crop (of grain)
erodium cicutarium	stork's bill
errand	n	job
errand	n	mission
errand	n	task
errandbook	n	letter
errandbook beright	n	message
errander	n	apostle
errander winfridsman	n	missionary
errandghost	n	angel
errandwrit pl: errandwriotu	n	epistle
ersh	n	park,preserve
erst	adj	primary
erst	adv	formerly, long ago [oed (archaic),pg airistaz,oe ǣrest,me erste]
erstwhile	adj	former, old,past,one-time,previous,quondam,whilom [oed,erst+while]
erve f: ervin	n	heir
ervedeal	n	inheritance
erverike	n	dynasty
ervewardness	n	inheritance
ervewrit	n	testament (will)
erythrea centarium	earth-gall
erythronium	adder's tung
eschatology	endtidelore,endtimeslore,lastlore,endlore
eschatology	endtimelore
escutcheon	(weapon)shield (cf. nhg wappenschild)
esetroth	n	asatru(ar) (maður)
esophagus	swallowtharm
esperantish
essence	wist,whatness,ishood,isness
essex	poppy
est	n	grace
et al. (et alii)	a.a. (and all)
etc. (et cetera)	a.s.f. (and so forth),a.s.o. (and so on)
etc.: -ishness	sfx	-ism
etc.]	n	climate
etc: instep	v	admit
ethel	n	country,land, []
ethel	n	county
ethel	n	native land, [oe éþel]
ethelhood	n	nationalism
ethellessnesschaos: dwolma	n	anarchy
ethelman	n	citizen
ethelmanship	n	citizenship
ethem	n	atmosphere
ethics	sidelore (@oe sidu "custom,morality" + -lore, cf. ic. siðfræði)
ethnology	folklore
etruscish
ettel	n	endeavour
ettin	giant	eotan
ettin	n	giant
ettin	n	giant, [oe eoten]
ettinfirwood	n	sequoia
ettle	n	to intend, to take aim,attempt,purpose,try [dialectical,on ætla,me etlien,atlien]
ettle	v	assume
ettle	v	recommend
ettle	v	refer (to)
ettle offsight	v	intend
ettling	n	intention/ intent
etymology	kinlore of words
eucharist	holy supper,lord's supper,lord's board,housel
eudicotidae	twileafbowls
euhelopus	genus euhelopus	truemarshfoot	chalken
eukaryote	goodhead
eupatorium perfolatium	thoroughwort,boneset
eupatorium purpureum (gravelwort)	marshmilk weed,queen of the meadow
euphorbia helioscopia	sunwart
euphorbia lactea	white ghost
euphorbia lathyris	springwort,thunder-besom,thunderbolt thorn
euphorbia peplus	milkweed
euphrasia officinalis	eyebright,eyewort
europium	63	eveland stone/ore	half-calque
eveland	n	europe
even	adj	adequate
even	adj	equal
even	adj	gradual
even	adj	identical
even	adj	level
even	adv	quite
even break	n	fair chance.
even up	n/vb	balance
even up	v	equate
evenbliss	v	rejoice with
evencome	v	assemble
evendeal	v	have in common
evener girdle	n	equator
evenfall	n	crepuscule
evenfar	adj	equidistant
evenghtell	n	isotone
evenhanded	adj	equitable
evenhanded	adj	impartial
evenhandedness naughtliness middleness	n	neutrality
evenhandedness unsidedness	n	objectivity
evenhood	n	egalitarianism
evening	n	an evening newspaper.
evening meal	n	dinner
evening shake	n	a equal chance.
evening star	n	a prostitute,street-walker,ho,moonlighter,nightbird. ,nighthawk,nightingale,nightshade,nightwalker,owl.
eveninglutter feer	n	companion
evenlatcher	immitator	efenlæcan
evenlatching	immitation	efenlæcung
evenleether	(harmony)
evenleether	n	harmony,union of sounds
evenliness	equality	efenlicnes
evenlotter	equal sharer,partaker	efenhlytta
evenly	adv	quite
evenlying	n	conformity
evenlyinghood	n	conformism
evenmeal	n	dinner
evenmote	n	neutron
evenness	n	equality
evenness	n	uniformity
evennight	equinox	efniht
evennight	n	equinox
evennight	n	equinox, [calque, see also norw. jevndøgn 'evenday']
evenold	contemporary	efneald
evenold	n/adj	coeval
evenold	n/adj'	contemporary
evenship	n	isocracy
evensorrow	n	compassion,sympathy, [oe efensargian]
evensorrow	v	commiserate,feel compassion for
evensorrowing	compassion	efensargung
evensorry	compassionate	efensarig
evensorry	v	compassionate
evenspan	adj	medium
evenstell	n	isotope
eventhraw	v	sympathise
eventide	n	crepuscule
eventime	adj	current
evenway bothways	adj	mutual
evenweight	n	isobar
evenworth	adj	equivalent
evenworth	equivalent	efenweorð
evenworthy	adj	equal
ever so	adv	particularly
everfrost	n	permafrost
evergreen	adj	a plant,bush,,tree which has leaves for the whole year,always seeming fresh,remaining popular, [ced]
evergreen	n	money,folding.
evergreen furrowwood	n	pine
evergreens	n
everlasting	adj	eternal
everlasting	adj	immortal
everlasting	adj	infinite
everlasting	adj	infinite, [ced]
everlasting	adj	intensifier: very,exceeding,excessive.
everlasting	adj	permanent
everlasting	n	infinity
everlasting	n	jehovah
everlasting shoes	n	the feet.
everlasting wound	n
everlastingly	adj	perpetually
everlastingly	adv	beyond measure,immeasurably,excessively.
everlastingness	n	sempiternity
everloving	n	one's wife. ,one's mind.
everness	n	eternity
eversway	(classical)
evertight	adj	impenetrable
everwick	n	york
everwickshire	n	yorkshire
every time	excl	a general affirmative.
everyday	adj	banal
everyday	adj	common
everyday	adj	regular
everyday	adj	ubiquitous
everyday	vb/adj	frequent
everyday chill	n	the thing one does every day to relax.
everyday speech mean speech umgangspeech	n	vernacular
everyday token	adj	typical
everydayness	n	banality
everywhere	adj	ubiquitous
everywhereness	n	ubiquity
evest ondy jealous	v	envy
evest,ondy,jealous	v	envy
evestful	adj	envious
eveth	adj	power,might
evil	adj	abominable
evil	adj	hideous
evil	adj	immoral
evil	adj	infernal
evil	adj	malign
evil	adj	vile
evil	n	one's wife.
evil - vond	adj	malevolent
evil look-alike	n	doppelgänger
evilware	n	malware
evilwill(ed)	malevolent	yfelwille
ex nihilo	from naught,out of naught
exactly,precisely adj.	right,true	just-so	kent
excellent,superb adj.	outstanding	clinking,reemer	buckinghamshire,kent
exchange	cheppinghouse,chep
exclamation mark	burst mark
exobiology	outer-lifelore
exosphere	outerhelm
exponentiate	mightsforheave (cf. du. machtsverheffen)
export	outshipping
extended family	stoorteam
extinct	foregone
ey	n	egg
ey	n	egg (only overset if getting rid of on words too)
ey	n	isle
eye	n	a detective,private detective. ,a warder. 3. a look-out.
eye	n	a television,television set.
eye	n	focus
eye	n	judgment
eye	v	observe
eye	v	ponder
eye	v	regard
eye for	v	aim at
eye play	v	flirt
eye slang: gander	vb/n	peep
eye-bright	adj	vigilant
eye-eye	ecxl	look at that. ,what's all this. 3. take a look around.
eye-opener	n	the first drink of the day. ,a surprise,a shock,not necessarily unpleasant. 3. an attractive woman. 4. the day's first dose of a drug. 5. crack cocaine. 6. amphetamine.
eye-openingstartling	adj	astonishing
eye-tease	v	flirt
eyebite	v	fascinate
eyeblinck	n	moment
eyeblink	nutlog	n	second
eyebow	n	iris
eyeful	a	unexpected glimpse
eyeful	n	an attractive woman.
eyeful	n	beauty
eyeglass weather	n	foggy weather,in which cannot see clearly.
eyes	n	mirrors held through the bars of one's cell and used to see what's going on outside.
eyeshadowbear	n	panda bear
eyeshine	n	appearance
eyeshinely	adv	evidently
eyeshinely	adv/phr	apparently
eyeshot	n	view
eyewash	n	rubbish,nonsense,humbug,anything done for appearance rather than effect.
eyewater	n	also: "devil's eyewash" - illicitly distilled whisky.
eyot	n	isle
eyot	n	islet
eytreesile [ey+tree+sile]	n	yggdrasil
eywort	n	aubergine
f.b.	abbr.	e.g.
f.b. 'for busen' 'for byspel'	abbr.	e.g.
f.e.	 (for example) for e.g.	(exemplia gratia).
face	neb (@oe neb),andleth (@oe andwlita),leer (@oe hléor)
fach	n	unit
fack
factotum	n.	all-works,do-all	all-works	kent
fade	v	categorize
fade	v	vanish
fade stight	v	arrange
fading	n	arrangement,order,disposition, [oe fadung]
fading	n	database
fag	n	cigarette
faggot	n.	fasten of untrimmed sticks,of firewood	baven,pimp	wessex,buckinghamshire
fagus sylvatica	beech
fain	interj	please
faining	adj	fond,contented, [oe fægen]
faining	adj	joyful
faining	n	joy
fair	adj	acceptable
fair	adj	adequate
fair	adj	appealing
fair	adj	attractive
fair	adj	blemishless
fair	adj	blond (germanic)
fair	adj	competent
fair	adj	just
fair	adv	practically
fair	n/vb	display
fair market value	fair chepworth
fair shake	n	justice
fair wlitty	adj	aesthetic
fair wlitty elfsheen	adj	picturesque
fair-boding	adj	favourable
fair-haired	adj	favourite
fair-headed	adj	a favourite son,man
fair-minded	n/adj	objective
fair-mindedness	n	neutrality
fair-shake	n	to give it a fair s.,equal treatment,same chance as others
fairburgh	n	florence
faire	adj	beautiful
fairly	adv	practically
fairly	adv	quite
fairminded unswayed	adj	impartial
fairness	n	beauty
fairness	n	equality
fairness	n	justice
fairspoken hovely	adj	courteous
fairtumb	n	ballet
fairway	n	channel
fairway	n	golf: the area of short grass between the tee (= place where you first hit the ball) and the green (= place where the ball should enter a hole),nautical: a navigable channel in a harbour,offshore etc, the usual course taken by vessels in such places, [oed]
fairy	elflet,fay
faith	lief,belief,trust
faithfullness	n	fidelity
fake	adj	bogus
fake	n	pseudo-
fake dress derning	n	costume
fakedeed	facendæd
fakeful	deceitful	facenful
fakeless	without deceit	facenleas
fakely	facenlic
fakery	n	imitation
falash
falcon	genus falco	fealk (@oe fealca)
faliscish
falk
falk	n	falcon
fall	adj	orange
fall	v	descend
fall away	v	abate
fall down	v	to fail in an undertaking
fall for	v	to like,to be impressed by
fall on	v	to use force against in order to harm, to strike out at (our foes fell us on at dusk), attack [calque from german anfallen]
fall till	n	autumn
fall-on-ly	adj	easily influenced,affected with,e.g. the weak are fall-on-ly to sickness, susceptible [calque from german 'anfallig']
fallback-	adj	auxiliary
fallen	adj	deceased
fallenly	adj	abstract
falling sickness	n	epilepsy
falling star	n	meteor
falloff	n	discount
fallow	adj	pale
fallow	adj	vacant
fallow	n	fertile
fallowmonth	n	june
fallsome	adj	deciduous
fallward + chute fallshirm	n	parachute
famenhood	n	virginity
family	sib
fand	n/vb	test
fand	v	attempt
fand	v	attempt,try,test
fand	v	experiment
fand	v	try,test,experience, [oe fandian]
fanding	adj	experimental
fanding	n	attempt
fanding	n	experiment
fanding	n	temptation
fandle	v	visit, beseek* (*as in dan./norw. 'besøk',ngh 'besuchen') [from old frisian]
fandle beseeking	n	visit
fandlieving	n	empiricism
fang	v	catch
fang	v	join,fasten
fang	v	perceive
fang	v	receive
fangcloth	n	velcro
fanger	n	oral surgeon.
fangle	v	fashion
fantail
fantasy/fantasia	dream
far	adj	distant
far away far-flung	adj	distant
far reader	n	radar
far-	pfx	tele-
far-between	n	interim/interval
far-eastern	n	asian (race)
far-fetched	adj	dubious
far-flung	adj	extensive
far-flung	adj	remote
far-northern	adj	arctic
far-off	adj	distant
far-out	adj	bizarre
far-out	adj	eccentric
far-reaching	adj	extensive
far-reaching	adj	important
faraday candle	n	electricity
faraday's candle	n	electricity, ghost-fire, edison-ware,glaremight. [michael faraday,electricity pioneer.]
faraday's candle.	n	electricity
faraway land	n	foreign country
farborn	adj	foreign
farchepstowing	n	telemarketing
fard	n	cosmetics
fard farb	n	colo(u)r
fare	n	quest
fare	v	manage
fare	v	travel
fare reys	n	journey
fare rose wayspell	n	adventure
fare,rose,wayspell	n	adventure
farecraft	n	vehicle
fareford	n	passport
faregoer faregest byfarer	n	passenger
farewell	n	valediction
farewell	n/adj	departing/departure
farferrier	n	teleporter
farferry	v	teleport
faring	n/vb	transit
farland	n	foreign country
farlander	adj	extraterrestrial
farlandish	v	exotic
farlegarness	n	adultery
farming	n	agriculture
farn	v	prosper
farness	distance	feornes
farness	n	distance
faroish
farse	v	remove,expel,go beyond
farseeing	adj	prescient
farseeing set: farseer	n	television
farsib	n	cousin
farsighted	adj	prescient
farsighted	adj	visionary
farsightedness	n	hyperopia
farsights twiëyen	n	binoculars
farspeaker	n/vb	phone
farspeaker dogbone	n	telephone
farsteaven	n	telephone
farth	n	shore,sream
farthing	n	quarter
farwatcher	n	television
fash	v	tempt
fast	adj	abrupt
fast	adj	devout
fast	adj	expeditious
fast	adj	faithful
fast	adj	firm
fast	adj	fixed
fast	adj	loyal
fast	adj	rapid
fast	adj	safe
fast	adj	secure
fast life	n	a life of dissipation and excitement
fast-one	n	a frame up,a clever swindle
fasten	v	buckle
fasten	v	combine
fasten	v	concentrate
fasten	v	cord
fasten	vb/n	fix
fasten clithe	v	glue
fasten mound	v	secure
fastened	adj	fixed
fastening	n	combination
fastenwork	n	castle
fastern	n	jail
fastgood	n	real estate
fasthavel	adj	retentive,tenacious
fasthavle	adj	retentive,tenacious, []
fasthidy	adj	constant,steadfast
fastland	n	continent
fastlust	n	anorexia
fastness	n	nerve
fastness hillwark	n	fort(ress)
fastrede	adj	firm,constant,steadfast
fat	adj	abundant
fat	adj	affluent
fat	adj	prolific
fat	n	lipid
fat lime	n/vb	oil
fat of the land	n	creme de la creme
fat weal	n	affluence
fat,plump,corpulent (person)	n.	fat,heavy	bossocks	lincolnshire
fat/fet	n	plate of metal
fath,fathe	n	father's sister,aunt on father's side
fathead	n	idiot
father	n	clergyman
father	n	jehovah
father	n	progenitor
father christmas	n	santa claus
father dust	n	pollen, [poetic o.e. 'father (source,originator)& dust (pollen): a fine powdery dust']
father of	n	founder
father's sister:fathe mother's sister:modrey	n	aunt
father,mother	n	parent
father-in-law	swairfather (cf. latin socer)
fatherland	n	country
fatherland	n	patria
fatherlandish	n	patriotic
fatherlandloving	n	patriotism
fatherly	adj	paternal
fathermurder	n	patricide
fathersland	n	patrimony
fatherslaughter	n	patricide
fatherslay	n	parricide
fatherwield	n	patriarchy
fathom	v	embrace
fathom	v	imagine
fathomhood inbilthing	n	imagination
fathoming moodseave	n	imagination
fatthistle	n	cactus
fatty limy	adj	oleaginous
fattybree	n/vb	oil
fawn kneelbow	v	kowtow
fawning	adj	obsequious
fax	n	hair
fay	n	group
fay	n	union
fay	pfx	multi-
fay	v	join
fay	v	join,connect,unite,
fay	v	to fit,to join,to unite,to lie close, [merriam-webster]
fay	v	unite
fayed	adj	united
fayfitter	n	adapter
fayingask wristlehueask	n	chameleon/chamaeleon
fayness	n	difference
fayness	n	variety,diversity, [oe fægnys]
faze	v	abash
faze	v	embarrass
faze	v	enervate
faze	v	unnerve
fear	n	danger
fear	n	horror
fear	n	phobia
fear angness	n	anxiety
feardom	n	the state of living in fear,being subject to laws and policies based on fear., [oe: fear & dom.]
fearer	n	coward
fearful	adj	afraid
fearful	adj	horrible
fearful	adj	intense
fearful	adj	phobic
fearful fey/fay	adj	cowardly
fearless	adj	audacious
fearless	adj	brave
fearless	adj	courageous
fearless	adj	valiant
fearlessness	n	courage
fearlessness	n	nerve
fearsome	adj	terrible
fearspell	n	dreaful tidings
fearwonder	n	terrible wonder
feather	n	order
feather-tongued	adj	loquacious
featherball	n	badminton
feathers	n	covering
feathers	n	plumage
featherware	n	plumage
feaze dreevedness	n	vexation
fec	n	space of time,interval
fed-upness	n	a state of oversatiation and disgust, fedupness.
federation	band,forband (cf. nhg verband)
fee	n	cattle
fee	n	damage
fee	n	joy,' 'exultation
fee	n	money
fee	v'	rejoice,' 'exult
fee betaling	n	payment
feeble,delicate adj.	weak	nesh	gloucestershire
feed	n	a meal
feed	n	banquet
feed	n	feast
feed	v	nourish
feed	v	power
feed	v	provide
feed	v	supply
feedback - andsware/andswere	n	response
feedback upmarking	n	commentary
feedersub: twig	n	branch
feeding	adj	nutritious
feedness	nourishment	fednes
feeghth	n	hostility,enmity
feehoard hoardern feehove cluff	n	treasury
feeholding	adj	feudal
feel	v	sense
feel	v	touch
feelbere	v	sensible
feeler	n	tentacle
feelhorn rineling	n	tentacle
feeling	adj	compassionate
feeling	adj	sensate
feeling	adj	sensitive
feeling	n	compassion
feeling	n	sentiment
feeling ,meaning seave	n	sense
feeling ,upthrill	n	sensation
feeling roomfeel	n	ambience
feeling soulgrip	n	emotion
feeling,soulgrip	n	emotion
feeman	n	vassal
feespilling	adj	prodigal
feir	n	companion, [oe]
feisty	adj	irascible
fele	adj	many,much
fele	adj/adv	very
fele	n	enthusiasm
felemenning	n	multiculturalism
felemighty	adj	most mighty
felesinny	adj	very guilty
felespeakle	adj	talkative
feleworded	adj	talkative
felinology	catlore
fell	adj	vital
fell	adj/adv	very
fell	n	pelt
fell peak	n	mountain
fellfall	n	avalanche
fellow	n	companion
fellow	n	equivalent
fellow	n	male
fellow	n	match
fellow	n	member
fellow	n	person
fellow	pfx	co-
fellow athelman	n	gentleman
fellow feeling	n	charity
fellow gade sithe faithful: trewpoft	n	comrade
fellow worker	n	co-worker
fellow worker	v	colleague
fellow-feel	n	empathy
fellow-timed	adj	contemporary
fellowdom	n	communism
fellowdom	n	socialism
fellowdomish	adj	socialist
fellowly means	n	social media
fellowship	n	communion
fellowship	n	company
fellowship	n	council
fellowship	n	organization
fellowship	n	relations
fellowship	n	socialism
fellowship char: breed	n	order
fellowship meanship	n	community
fellowship underbindforband dowiþ	n	association
fellowshiply	adj	socialist
female cousin	mether (analogous to below,perh. cf. german base)
femicide	sheslaughter
fenman singoat	n
fenroot	n	celery
fenuculum vulgare	swine fennel
ferae	wightdeer (calque of latin ferus/beast)
ferc	v	support,help
ferd	n	an army,company,,journey, military expedition,host,band,group [dialectical/obsolete,oe fyrd,me ferde]
ferd widesith	n	journey
ferding	n	50 acres of land, [obsolete]
fere	n	companion,coworker,comrade
fereship	n	companionship
fergh/ferrow	n	spirit,principle of life
ferghbale	n	deadly evil
ferghthlove	n	heartfelt love (oe ferhþlufu). (can't find this word in any slang dictiobnary as far back as 1936. more appropriate to include this entry in the anglish wordbook
ferly	adj	wildly unexpected,amazingly odd,wonderfully strange, [oe 'færlic' and me 'ferly']
fermium	100	fermi's ore/stone	---
fernfrod	n	archaeology
ferocactus latispinus	devil's tung
ferren	adv	from remote place/time, [oe feorran]
ferrow	n	life,soul,spirit, life,soul [oe feorh]
ferrowbearend	n	living being
ferrowbergh	n	refuge
ferrowcwale	n	slaughter,death
ferrowdeal	n	death
ferrowdollow	n	deadly wound
ferrowfain	n	happy to be alive,fain to live, [oe feorhfægen]
ferrowhkin	n	race of mortals
ferrowhlay	n	death
ferrowhoard	n	breast
ferrowhouse	n	body
ferrowly	adj	vital
ferrownere	n	nourishment,life,refuge,salvation
ferrowrede	n	salvation
ferrowtharf	n	urgent need
ferry	v	carry
ferry	v	transport
ferry,deed	v	convey
ferryworth	adj	portable
ferth	adj	honest
ferth,ferghth	n	mind,intellect,soul spirit,life
ferthcarey,ferghthcarey	n	of anxious mind
ferthlove,ferghthlove	n	heartfelt love
ferthwit,ferghthwit	n	understanding
ferþ	n	mind,spirit, [oe ferhþ]
festlike	adj	festive
feticide	unbornslaughter
fetter	n	chain
fetter	v	confine
fetter	v	obstruct
fetter belean	v	restrain
fetter beleaning	n	restraint
fettle iting	n	condition
fewness	n	paucity
fewness	n	rarity
fewness	n	scarcity
fewness	paucity	feanes
fewsome	adj	rare
fewsome	adj	rarified
fey	adj	lethal
fickle nickfull	adj	capricious
fiddle	(violin)
fiddle	n	violin
fiddle away	v	waste
field	adj	agrarian/agricultural
field	n	distance
field	n	enclosure
field	n	region
field	n/vb	discipline
field glasses farlooker	n	binoculars
field swath	n	zone
fieldly	rural	feldlic
fieldly lundly	adj	rural
fiend	n	antagonist
fiend	n	demon
fiend	n	devail/devil
fiend	n	devotee,an enthusiastic supporter,such as an art fiend. ,a clever student. 3. a general term of praise for any person,thing.
fiend	n	enemy
fiend	n	monster
fiend on	v	to show off,outdo a rival.
fiender	n	a drug addict.
fiendish	adj	excellent,wonderful,admirable.
fiendish	adj	ferocious
fiendish	adj	hostile
fiendish	adj	infernal
fiendish	n	diabolic
fiendishness	n	sadism
fiendishness feaghth pl: feaghtha	n	hostility
fiendlike	adj	hostile
fiendliness	n	hostility
fiendly	adj	hostile
fiffinger	n	cinquefoil
fifteen-	pfx	femto (-byte)
fight	n	combat
fight	vb/n	conflict
fight	vb/n	strive/strife
fight hild	v	oppose
fight wye	n	war ( this word is late old english old north french  frankish *werra pg)
fighter	n	activist
fighter wyeman	n	warrior
fightfarecraft	n	tank
fightfarewain	n	tank
fightship	n	battleship
fightsome	adj	bellicose
fightthede	n	regiment
fightwain	n	tank
filago germanica n	horewort: "hore" is hoar in reference to its white downy covering.
filch beslay	v	confiscate
file	v	defame
filibrook	n	february
filibrook	n	february, [oe calendar (brook filling)]
filicide	offspring slaughter
filipendula ulmaria	bridewort,meadow sweet
filipendula vulgaris,f.bexapetala	dropwort
fill	n/vb	charge
fill	v	replenish
fill	v	supply
fill forblow	v	inflate
fill in	v	substitute
fill up	v	replenish
fill with	forwade	v	pervade
fill-in	n	substitute
fill-in berg	n	reserve
fill-in berg	v	reserve
film	n	movie
film	n	video
film skinkin	n	membrane
filmdom	n	the movie world
filmhouse	n	cinema
filthy	adj	vulgar
finance	fewhood (oe feoh+hood),fewmake
finch
find	v	locate
find oneself off with	v	to accept,to come to terms with (he coulde never find himself off with the tragedy), accept [calque from german sich abfinden mit]
find out	v	realise/ realize
find out	v	verify
find out	vb/phr	discover
finding	n	discovery
finding	n	judgment
finding endsay	n
finding endsay	n	conclusion
findingly	(locative)
findle	n	invention
findle	n	invention, [oe fyndele]
findstand	n	position in space, where something can be found, location [compound: 'find' + 'stand']
finespun	n/adj	fine
finger	n	a police informer
finger	n	digit
finger	v	identify
finger	v	touch
